Transaction_ID,Date,Region,City,Product,Channel,Units_Sold,Unit_Price,Revenue,Total_Cost,Profit,Cost_per_Unit_costing,Packaging_Cost,Distribution_Cost,Marketing_Spend,Warehouse_ID,Opening_Stock,Units_Produced,Units_Sold_inventory,Closing_Stock
T00025,01-01-2023,Lower Bavaria,Augsburg,Club-Mate,Retail,3963,1.23,4874.79,4161.15,713.64,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00026,01-01-2023,Lower Bavaria,Augsburg,Club-Mate,Supermarket,3400,1.24,4230.07,3570,660.07,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00027,01-01-2023,Lower Bavaria,Augsburg,Club-Mate,Club/Bar,5998,1.39,8358.12,6297.9,2060.22,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00028,01-01-2023,Lower Bavaria,Augsburg,Club-Mate,Online,3824,1.26,4809.44,4015.2,794.24,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00029,01-01-2023,Lower Bavaria,Augsburg,Coca-Cola,Retail,16838,1.16,19466.42,12123.36,7343.06,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00029,01-01-2023,Lower Bavaria,Augsburg,Coca-Cola,Retail,16838,1.16,19466.42,12123.36,7343.06,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00030,01-01-2023,Lower Bavaria,Augsburg,Coca-Cola,Supermarket,13844,0.88,12209.26,9967.68,2241.58,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00030,01-01-2023,Lower Bavaria,Augsburg,Coca-Cola,Supermarket,13844,0.88,12209.26,9967.68,2241.58,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00031,01-01-2023,Lower Bavaria,Augsburg,Coca-Cola,Club/Bar,8335,1.1,9185.92,6001.2,3184.72,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00031,01-01-2023,Lower Bavaria,Augsburg,Coca-Cola,Club/Bar,8335,1.1,9185.92,6001.2,3184.72,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00032,01-01-2023,Lower Bavaria,Augsburg,Coca-Cola,Online,10796,1.16,12519.33,7773.12,4746.21,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00032,01-01-2023,Lower Bavaria,Augsburg,Coca-Cola,Online,10796,1.16,12519.33,7773.12,4746.21,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00033,01-01-2023,Lower Bavaria,Augsburg,Pepsi,Retail,11001,0.83,9141.76,7260.66,1881.1,0.55,0.07,0.04,0.09,,,,,
T00034,01-01-2023,Lower Bavaria,Augsburg,Pepsi,Supermarket,16209,1.08,17474.98,10697.94,6777.04,0.55,0.07,0.04,0.09,,,,,
T00035,01-01-2023,Lower Bavaria,Augsburg,Pepsi,Club/Bar,11733,1.08,12618.28,7743.78,4874.5,0.55,0.07,0.04,0.09,,,,,
T00036,01-01-2023,Lower Bavaria,Augsburg,Pepsi,Online,17999,1.12,20203.46,11879.34,8324.12,0.55,0.07,0.04,0.09,,,,,
T00037,01-01-2023,Franconia,Regensburg,Club-Mate,Retail,2713,1.29,3511.04,2848.65,662.39,0.9,0.1,0.05,0.02,,,,,
T00038,01-01-2023,Franconia,Regensburg,Club-Mate,Supermarket,2894,1.24,3577.27,3038.7,538.57,0.9,0.1,0.05,0.02,,,,,
T00039,01-01-2023,Franconia,Regensburg,Club-Mate,Club/Bar,6826,1.44,9838.18,7167.3,2670.88,0.9,0.1,0.05,0.02,,,,,
T00040,01-01-2023,Franconia,Regensburg,Club-Mate,Online,4538,1.32,5995.86,4764.9,1230.96,0.9,0.1,0.05,0.02,,,,,
T00041,01-01-2023,Franconia,Regensburg,Coca-Cola,Retail,13251,0.86,11359.03,9540.72,1818.31,0.6,0.08,0.04,0.1,,,,,
T00042,01-01-2023,Franconia,Regensburg,Coca-Cola,Supermarket,8757,1.18,10348.46,6305.04,4043.42,0.6,0.08,0.04,0.1,,,,,
T00043,01-01-2023,Franconia,Regensburg,Coca-Cola,Club/Bar,19948,1.07,21254.53,14362.56,6891.97,0.6,0.08,0.04,0.1,,,,,
T00044,01-01-2023,Franconia,Regensburg,Coca-Cola,Online,18429,0.82,15045.02,13268.88,1776.14,0.6,0.08,0.04,0.1,,,,,
T00045,01-01-2023,Franconia,Regensburg,Pepsi,Retail,17831,1.17,20858.81,11768.46,9090.35,0.55,0.07,0.04,0.09,,,,,
T00046,01-01-2023,Franconia,Regensburg,Pepsi,Supermarket,11537,0.82,9420.69,7614.42,1806.27,0.55,0.07,0.04,0.09,,,,,
T00047,01-01-2023,Franconia,Regensburg,Pepsi,Club/Bar,18187,0.91,16617.82,12003.42,4614.4,0.55,0.07,0.04,0.09,,,,,
T00048,01-01-2023,Franconia,Regensburg,Pepsi,Online,16396,0.89,14521.5,10821.36,3700.14,0.55,0.07,0.04,0.09,,,,,
T00049,01-01-2023,Lower Bavaria,Würzburg,Club-Mate,Retail,2759,1.49,4111.89,2896.95,1214.94,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00050,01-01-2023,Lower Bavaria,Würzburg,Club-Mate,Supermarket,2565,1.25,3205.25,2693.25,512,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00051,01-01-2023,Lower Bavaria,Würzburg,Club-Mate,Club/Bar,2433,1.4,3399.7,2554.65,845.05,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00052,01-01-2023,Lower Bavaria,Würzburg,Club-Mate,Online,4319,1.48,6412.89,4534.95,1877.94,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00053,01-01-2023,Lower Bavaria,Würzburg,Coca-Cola,Retail,13786,0.96,13263.97,9925.92,3338.05,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00053,01-01-2023,Lower Bavaria,Würzburg,Coca-Cola,Retail,13786,0.96,13263.97,9925.92,3338.05,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00054,01-01-2023,Lower Bavaria,Würzburg,Coca-Cola,Supermarket,19760,0.95,18704.74,14227.2,4477.54,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00054,01-01-2023,Lower Bavaria,Würzburg,Coca-Cola,Supermarket,19760,0.95,18704.74,14227.2,4477.54,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00055,01-01-2023,Lower Bavaria,Würzburg,Coca-Cola,Club/Bar,19106,1.09,20830.05,13756.32,7073.73,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00055,01-01-2023,Lower Bavaria,Würzburg,Coca-Cola,Club/Bar,19106,1.09,20830.05,13756.32,7073.73,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00056,01-01-2023,Lower Bavaria,Würzburg,Coca-Cola,Online,13535,1.1,14885.27,9745.2,5140.07,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00056,01-01-2023,Lower Bavaria,Würzburg,Coca-Cola,Online,13535,1.1,14885.27,9745.2,5140.07,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00057,01-01-2023,Lower Bavaria,Würzburg,Pepsi,Retail,15143,1.16,17561.01,9994.38,7566.63,0.55,0.07,0.04,0.09,,,,,
T00058,01-01-2023,Lower Bavaria,Würzburg,Pepsi,Supermarket,19260,0.84,16133.83,12711.6,3422.23,0.55,0.07,0.04,0.09,,,,,
T00059,01-01-2023,Lower Bavaria,Würzburg,Pepsi,Club/Bar,13251,0.88,11667.9,8745.66,2922.24,0.55,0.07,0.04,0.09,,,,,
T00060,01-01-2023,Lower Bavaria,Würzburg,Pepsi,Online,15334,0.91,14020.95,10120.44,3900.51,0.55,0.07,0.04,0.09,,,,,
T00061,01-01-2023,Lower Bavaria,Ingolstadt,Club-Mate,Retail,6270,1.32,8253.09,6583.5,1669.59,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00062,01-01-2023,Lower Bavaria,Ingolstadt,Club-Mate,Supermarket,3574,1.4,4986.56,3752.7,1233.86,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00063,01-01-2023,Lower Bavaria,Ingolstadt,Club-Mate,Club/Bar,4788,1.4,6725.83,5027.4,1698.43,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00064,01-01-2023,Lower Bavaria,Ingolstadt,Club-Mate,Online,2478,1.37,3389.35,2601.9,787.45,0.9,0.1,0.05,0.02,WH-010,17940,22936,9700,31176
T00065,01-01-2023,Lower Bavaria,Ingolstadt,Coca-Cola,Retail,13714,0.98,13496.63,9874.08,3622.55,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00065,01-01-2023,Lower Bavaria,Ingolstadt,Coca-Cola,Retail,13714,0.98,13496.63,9874.08,3622.55,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00066,01-01-2023,Lower Bavaria,Ingolstadt,Coca-Cola,Supermarket,17708,1.05,18540.72,12749.76,5790.96,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00066,01-01-2023,Lower Bavaria,Ingolstadt,Coca-Cola,Supermarket,17708,1.05,18540.72,12749.76,5790.96,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00067,01-01-2023,Lower Bavaria,Ingolstadt,Coca-Cola,Club/Bar,16907,1.17,19708.35,12173.04,7535.31,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00067,01-01-2023,Lower Bavaria,Ingolstadt,Coca-Cola,Club/Bar,16907,1.17,19708.35,12173.04,7535.31,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00068,01-01-2023,Lower Bavaria,Ingolstadt,Coca-Cola,Online,9157,0.92,8412.34,6593.04,1819.3,0.6,0.08,0.04,0.1,WH-006,7363,23903,22757,8509
T00068,01-01-2023,Lower Bavaria,Ingolstadt,Coca-Cola,Online,9157,0.92,8412.34,6593.04,1819.3,0.6,0.08,0.04,0.1,WH-014,5103,28243,17670,15676
T00069,01-01-2023,Lower Bavaria,Ingolstadt,Pepsi,Retail,8267,1.09,9042.73,5456.22,3586.51,0.55,0.07,0.04,0.09,,,,,
T00070,01-01-2023,Lower Bavaria,Ingolstadt,Pepsi,Supermarket,16360,1.16,18945.5,10797.6,8147.9,0.55,0.07,0.04,0.09,,,,,
T00071,01-01-2023,Lower Bavaria,Ingolstadt,Pepsi,Club/Bar,16714,0.8,13399.47,11031.24,2368.23,0.55,0.07,0.04,0.09,,,,,
T00072,01-01-2023,Lower Bavaria,Ingolstadt,Pepsi,Online,13591,1.07,14587.98,8970.06,5617.92,0.55,0.07,0.04,0.09,,,,,
T00073,01-01-2023,Upper Franconia,Erlangen,Club-Mate,Retail,3246,1.5,4857.02,3408.3,1448.72,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00073,01-01-2023,Upper Franconia,Erlangen,Club-Mate,Retail,3246,1.5,4857.02,3408.3,1448.72,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00074,01-01-2023,Upper Franconia,Erlangen,Club-Mate,Supermarket,5641,1.31,7399.78,5923.05,1476.73,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00074,01-01-2023,Upper Franconia,Erlangen,Club-Mate,Supermarket,5641,1.31,7399.78,5923.05,1476.73,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00075,01-01-2023,Upper Franconia,Erlangen,Club-Mate,Club/Bar,3408,1.49,5085.32,3578.4,1506.92,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00075,01-01-2023,Upper Franconia,Erlangen,Club-Mate,Club/Bar,3408,1.49,5085.32,3578.4,1506.92,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00076,01-01-2023,Upper Franconia,Erlangen,Club-Mate,Online,4465,1.27,5658.79,4688.25,970.54,0.9,0.1,0.05,0.02,WH-009,9429,23549,22411,10567
T00076,01-01-2023,Upper Franconia,Erlangen,Club-Mate,Online,4465,1.27,5658.79,4688.25,970.54,0.9,0.1,0.05,0.02,WH-012,16201,25488,23553,18136
T00077,01-01-2023,Upper Franconia,Erlangen,Coca-Cola,Retail,12479,0.97,12118.41,8984.88,3133.53,0.6,0.08,0.04,0.1,,,,,
T00078,01-01-2023,Upper Franconia,Erlangen,Coca-Cola,Supermarket,15153,1.04,15792.79,10910.16,4882.63,0.6,0.08,0.04,0.1,,,,,
T00079,01-01-2023,Upper Franconia,Erlangen,Coca-Cola,Club/Bar,8118,1.03,8380.68,5844.96,2535.72,0.6,0.08,0.04,0.1,,,,,
T00080,01-01-2023,Upper Franconia,Erlangen,Coca-Cola,Online,17348,0.92,15926.9,12490.56,3436.34,0.6,0.08,0.04,0.1,,,,,
T00081,01-01-2023,Upper Franconia,Erlangen,Pepsi,Retail,11647,1.04,12070.37,7687.02,4383.35,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00082,01-01-2023,Upper Franconia,Erlangen,Pepsi,Supermarket,16341,0.96,15707.4,10785.06,4922.34,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00083,01-01-2023,Upper Franconia,Erlangen,Pepsi,Club/Bar,16657,0.95,15834.34,10993.62,4840.72,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00084,01-01-2023,Upper Franconia,Erlangen,Pepsi,Online,11358,0.92,10392.74,7496.28,2896.46,0.55,0.07,0.04,0.09,WH-013,12829,10158,17644,5343
T00085,01-01-2023,Franconia,Bayreuth,Club-Mate,Retail,4564,1.26,5761.07,4792.2,968.87,0.9,0.1,0.05,0.02,,,,,
T00086,01-01-2023,Franconia,Bayreuth,Club-Mate,Supermarket,2156,1.37,2948.84,2263.8,685.04,0.9,0.1,0.05,0.02,,,,,
T00087,01-01-2023,Franconia,Bayreuth,Club-Mate,Club/Bar,2531,1.37,3458.6,2657.55,801.05,0.9,0.1,0.05,0.02,,,,,
T00088,01-01-2023,Franconia,Bayreuth,Club-Mate,Online,2209,1.44,3180.05,2319.45,860.6,0.9,0.1,0.05,0.02,,,,,
T00089,01-01-2023,Franconia,Bayreuth,Coca-Cola,Retail,18340,0.84,15326.64,13204.8,2121.84,0.6,0.08,0.04,0.1,,,,,
T00090,01-01-2023,Franconia,Bayreuth,Coca-Cola,Supermarket,13938,0.98,13631.7,10035.36,3596.34,0.6,0.08,0.04,0.1,,,,,
T00091,01-01-2023,Franconia,Bayreuth,Coca-Cola,Club/Bar,8064,1.15,9251.53,5806.08,3445.45,0.6,0.08,0.04,0.1,,,,,
T00092,01-01-2023,Franconia,Bayreuth,Coca-Cola,Online,19125,0.88,16882.18,13770,3112.18,0.6,0.08,0.04,0.1,,,,,
T00093,01-01-2023,Franconia,Bayreuth,Pepsi,Retail,8278,1.04,8610.73,5463.48,3147.25,0.55,0.07,0.04,0.09,,,,,
T00094,01-01-2023,Franconia,Bayreuth,Pepsi,Supermarket,12019,0.89,10656.57,7932.54,2724.03,0.55,0.07,0.04,0.09,,,,,
T00095,01-01-2023,Franconia,Bayreuth,Pepsi,Club/Bar,18236,1.03,18857.3,12035.76,6821.54,0.55,0.07,0.04,0.09,,,,,
T00096,01-01-2023,Franconia,Bayreuth,Pepsi,Online,11725,1.18,13801.35,7738.5,6062.85,0.55,0.07,0.04,0.09,,,,,
T00097,01-01-2023,Upper Palatinate,Bamberg,Club-Mate,Retail,2759,1.35,3712.83,2896.95,815.88,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00098,01-01-2023,Upper Palatinate,Bamberg,Club-Mate,Supermarket,2344,1.46,3418.96,2461.2,957.76,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00099,01-01-2023,Upper Palatinate,Bamberg,Club-Mate,Club/Bar,2654,1.25,3321.02,2786.7,534.32,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00100,01-01-2023,Upper Palatinate,Bamberg,Club-Mate,Online,3989,1.27,5049.35,4188.45,860.9,0.9,0.1,0.05,0.02,WH-005,17441,11785,20786,8440
T00101,01-01-2023,Upper Palatinate,Bamberg,Coca-Cola,Retail,15362,1.07,16427.72,11060.64,5367.08,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00102,01-01-2023,Upper Palatinate,Bamberg,Coca-Cola,Supermarket,11552,0.85,9862.97,8317.44,1545.53,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00103,01-01-2023,Upper Palatinate,Bamberg,Coca-Cola,Club/Bar,10904,0.86,9425.42,7850.88,1574.54,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00104,01-01-2023,Upper Palatinate,Bamberg,Coca-Cola,Online,13392,0.88,11797.75,9642.24,2155.51,0.6,0.08,0.04,0.1,WH-008,5714,13653,8906,10461
T00105,01-01-2023,Upper Palatinate,Bamberg,Pepsi,Retail,15981,1.2,19148.34,10547.46,8600.88,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00106,01-01-2023,Upper Palatinate,Bamberg,Pepsi,Supermarket,10606,1.16,12327.02,6999.96,5327.06,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00107,01-01-2023,Upper Palatinate,Bamberg,Pepsi,Club/Bar,9930,0.88,8769.06,6553.8,2215.26,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00108,01-01-2023,Upper Palatinate,Bamberg,Pepsi,Online,15826,1.14,18112.1,10445.16,7666.94,0.55,0.07,0.04,0.09,WH-007,5337,10264,10642,4959
T00109,01-01-2023,Swabia,Passau,Club-Mate,Retail,2640,1.4,3699.27,2772,927.27,0.9,0.1,0.05,0.02,WH-003,8620,10561,12745,6436
T00110,01-01-2023,Swabia,Passau,Club-Mate,Supermarket,4856,1.41,6852.35,5098.8,1753.55,0.9,0.1,0.05,0.02,WH-003,8620,10561,12745,6436
T00111,01-01-2023,Swabia,Passau,Club-Mate,Club/Bar,4168,1.48,6147.94,4376.4,1771.54,0.9,0.1,0.05,0.02,WH-003,8620,10561,12745,6436
T00112,01-01-2023,Swabia,Passau,Club-Mate,Online,5362,1.49,8011.96,5630.1,2381.86,0.9,0.1,0.05,0.02,WH-003,8620,10561,12745,6436
T00113,01-01-2023,Swabia,Passau,Coca-Cola,Retail,14564,1.08,15679.31,10486.08,5193.23,0.6,0.08,0.04,0.1,,,,,
T00114,01-01-2023,Swabia,Passau,Coca-Cola,Supermarket,13269,0.83,11070.17,9553.68,1516.49,0.6,0.08,0.04,0.1,,,,,
T00115,01-01-2023,Swabia,Passau,Coca-Cola,Club/Bar,16126,1.14,18376.83,11610.72,6766.11,0.6,0.08,0.04,0.1,,,,,
T00116,01-01-2023,Swabia,Passau,Coca-Cola,Online,18282,0.85,15592.14,13163.04,2429.1,0.6,0.08,0.04,0.1,,,,,
T00117,01-01-2023,Swabia,Passau,Pepsi,Retail,18261,1.17,21295.37,12052.26,9243.11,0.55,0.07,0.04,0.09,,,,,
T00118,01-01-2023,Swabia,Passau,Pepsi,Supermarket,19057,1.13,21556.37,12577.62,8978.75,0.55,0.07,0.04,0.09,,,,,
T00119,01-01-2023,Swabia,Passau,Pepsi,Club/Bar,9872,1.17,11544.27,6515.52,5028.75,0.55,0.07,0.04,0.09,,,,,
T00120,01-01-2023,Swabia,Passau,Pepsi,Online,8802,1.16,10240.87,5809.32,4431.55,0.55,0.07,0.04,0.09,,,,,
T00121,01-01-2023,Upper Bavaria,Rosenheim,Club-Mate,Retail,6515,1.38,8995.21,6840.75,2154.46,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00121,01-01-2023,Upper Bavaria,Rosenheim,Club-Mate,Retail,6515,1.38,8995.21,6840.75,2154.46,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00122,01-01-2023,Upper Bavaria,Rosenheim,Club-Mate,Supermarket,5500,1.32,7284.42,5775,1509.42,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00122,01-01-2023,Upper Bavaria,Rosenheim,Club-Mate,Supermarket,5500,1.32,7284.42,5775,1509.42,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00123,01-01-2023,Upper Bavaria,Rosenheim,Club-Mate,Club/Bar,3599,1.43,5159.8,3778.95,1380.85,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00123,01-01-2023,Upper Bavaria,Rosenheim,Club-Mate,Club/Bar,3599,1.43,5159.8,3778.95,1380.85,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00124,01-01-2023,Upper Bavaria,Rosenheim,Club-Mate,Online,6854,1.42,9742.76,7196.7,2546.06,0.9,0.1,0.05,0.02,WH-002,7403,22979,16328,14054
T00124,01-01-2023,Upper Bavaria,Rosenheim,Club-Mate,Online,6854,1.42,9742.76,7196.7,2546.06,0.9,0.1,0.05,0.02,WH-004,8425,12257,15148,5534
T00125,01-01-2023,Upper Bavaria,Rosenheim,Coca-Cola,Retail,13936,1.06,14758.49,10033.92,4724.57,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00126,01-01-2023,Upper Bavaria,Rosenheim,Coca-Cola,Supermarket,11990,0.8,9602.62,8632.8,969.82,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00127,01-01-2023,Upper Bavaria,Rosenheim,Coca-Cola,Club/Bar,17006,0.82,13932.49,12244.32,1688.17,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00128,01-01-2023,Upper Bavaria,Rosenheim,Coca-Cola,Online,12388,1.17,14493.46,8919.36,5574.1,0.6,0.08,0.04,0.1,WH-001,11371,12567,21016,2922
T00129,01-01-2023,Upper Bavaria,Rosenheim,Pepsi,Retail,12181,1.03,12578.67,8039.46,4539.21,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00130,01-01-2023,Upper Bavaria,Rosenheim,Pepsi,Supermarket,19492,1.05,20390.51,12864.72,7525.79,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00131,01-01-2023,Upper Bavaria,Rosenheim,Pepsi,Club/Bar,14981,1.09,16279.7,9887.46,6392.24,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
T00132,01-01-2023,Upper Bavaria,Rosenheim,Pepsi,Online,13524,0.87,11827.08,8925.84,2901.24,0.55,0.07,0.04,0.09,WH-011,6475,26566,12970,20071
